app_name,developer_info,website_info,app_status,start_date,end_date,app_description,indication_codes,indication_names,price,property_values,price_averaged,indication_names_translated,app_description_translated
PINK! Coach,"PINK gegen Brustkrebs GmbH, Deutschland",www.pink-brustkrebs.de,vorläufig aufgenommen,27.06.2022,26.06.2023,"PINK! Coach ist eine digitale Anwendung, die zur Stärkung der gesundheitsbezogenen Lebensqualität und der Gesundheitskompetenz sowie einer Linderung der psychischen, psychosomatischen und somatischen Folgen einer Brustkrebserkrankung dient. Um eine langfristige, anhaltende Verbesserung der Lebensqualität und des Gesundheitszustandes zu erreichen, zielt PINK! Coach darauf ab, das gesundheitsrelevante Verhalten der Patientinnen und Patienten schrittweise aber nachhaltig zu verändern.PINK! Coach unterstützt Brustkrebspatientinnen und -patienten bei der Veränderung ihres Lebensstils hin zu mehr Bewegung, gesünderer Ernährung und Achtsamkeit gemäß den aktuellen Leitlinienempfehlungen. Über Coaching Module erhalten die Patientinnen und Patienten pseudoindividualisierte Informationen, praktische Tipps, Anleitungen und Übungen in den Bereichen Bewegung, Ernährung und mentale Gesundheit. PINK! Coach adressiert positive Bewältigungsstrategien und fördert den positiven, kompetenten und souveränen Umgang mit der plötzlich veränderten Lebenssituation.Mit Hilfe eines Chatbots können Patientinnen und Patienten darüber hinaus Fragen zu Beschwerden und Nebenwirkungen stellen und erhalten darauf zutreffende Informationen und Tipps zur Selbsthilfe (Hausmittel und Verhaltensweisen) mit dem Ziel, die Nebenwirkungen zu verbessern. PINK! Coach ist eine therapiebegleitende digitale Lösung für Brustkrebspatientinnen und -patienten vom Zeitpunkt der Diagnose bis zur letzten Nachsorge oder noch darüber hinaus.",C50,Bösartige Neubildung der Brustdrüse Mamma,535.50,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch",535.5,Malignant neuformation of the mamma breast,"PINK! Coach is a digital application designed to strengthen health-related quality of life and health competence, as well as to alleviate the psychological, psychosomatic and somatic consequences of breast cancer. In order to achieve a long-term, sustained improvement in the quality of life and health status, PINK! Coach aims to gradually but sustainably change the health-relevant behavior of patients.PINK! Coach supports breast cancer patients in changing their lifestyle towards more exercise, healthier nutrition and mindfulness in accordance with the current guidelines. Through Coaching Modules, patients receive pseudo-individualised information, practical tips, instructions and exercises in the areas of exercise, nutrition and mental health. PINK! Coach addresses positive management strategies and promotes positive, competent and sovereign handling of the suddenly changed life situation.With the help of a chatbot, patients can also ask questions about complaints and side effects and receive relevant information and tips on self-help (home remedies and behavior) with the aim of improving the side effects. PINK! Coach is a companion to the last patient's treatment."
re.flex,"Kineto Tech Rehab SRL, Rumänien",www.sporlastic.de/reflex,vorläufig aufgenommen,29.09.2022,28.09.2023,"Die Sporlastic Medizinische Produkte GmbH stellt mit der digitalen Gesundheitsanwendung re.flex Patientinnen und Patienten mit Gonarthrose eine angeleitete und kontrollierte Sport- und Bewegungstherapie zur Verfügung. Diese besteht aus einer App und zwei Bewegungssensoren. Ein detailliertes und indikationsspezifisches Trainingsprogramm bietet die Möglichkeit zum eigenständigen Training der Patientinnen und Patienten und zur Dokumentation der Trainingsaktivität. Mittels der Bewegungssensoren ist re.flex in der Lage, den Patientinnen und Patienten klare Instruktionen und unmittelbares Live-Feedback über korrekte und inkorrekte Ausführung der Übung zu geben, sowohl akustisch als auch visuell. Die physiotherapeutischen Übungen in der digitalen Gesundheitsanwendung re.flex setzen sich aus Moblisations-, Gleichgewichts-, Kräftigungs- und Dehnungs-Übungen zusammen. Das Übungsprogramm wurde gemeinsam von der Sporlastic Medizinische Produkte GmbH und der Sportmedizin des Universitätsklinikums Tübingen entwickelt und orientiert sich am aktuellen Stand der Wissenschaft sowie aktuellen studienbasierten Leitlinien.","M17.0, M17.1, M17.2, M17.3, M17.4, M17.5, M17.9","Primäre Gonarthrose, beidseitig, Sonstige primäre Gonarthrose, Posttraumatische Gonarthrose, beidseitig, Sonstige posttraumatische Gonarthrose, Sonstige sekundäre Gonarthrose, beidseitig, Sonstige sekundäre Gonarthrose, Gonarthrose, nicht näher bezeichnet",784.21,"Zusatzgeräte enthalten, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch und 1 weitere",784.21,"Primary gonarthrosis, both sides, Other primary gonarthrosis, Posttraumatic gonarthrosis, both sides, Other posttraumatic gonarthrosis, Other secondary gonarthrosis, both sides, Other secondary gonarthrosis, gonarthrosis, not specified","Sporlastic Medizinische Produkte GmbH, with the digital health application re.flex, provides patients with gonarthrose with guided and controlled sports and exercise therapy. This consists of an app and two motion sensors. A detailed and indication-specific training program offers the possibility for independent training of patients and for the documentation of training activity. By means of motion sensors re.flex is able to give the patients and patients clear instructions and direct live feedback about correct and incorrect execution of the exercise, both acoustically and visually. The physiotherapeutic exercises in the digital health application re.flex consist of moblization, balance, strengthening and stretching exercises. The exercise program was developed jointly by Sporlastic Medizinische Produkte GmbH and the sports medicine of the University Hospital Tübingen and is based on the current state of science as well as current study-based guidelines."
Selfapys Online-Kurs bei Depression,"Selfapy GmbH, Deutschland",www.selfapy.de,Dauerhaft aufgenommen,,,"Selfapy bietet Betroffenen mit einer Depression einen individuellen Online-Kurs, der auf evidenzbasierten Theorien und Techniken der Kognitiven Verhaltenstherapie basiert. Die therapeutischen Inhalte können über den internetbasierten Kurs vom Betroffenen selbstständig bearbeitet werden. Dieser ist in einzelne Lektionen aufgeteilt, welche sich jeweils mit einem Thema beschäftigen wie beispielsweise dem Umgang mit negativen Gedanken, der Erstellung einer positiven Tagesstruktur, Entspannungstechniken, Schlafproblemen, sowie Strategien zur Rückfallprävention. Die Inhalte werden mit Hilfe von Audio- und Videoclips, Texten und Übungen vermittelt. Die Inhalte passen sich dabei individuell an die persönliche Situation des Betroffenen an. Zur Wahrung der Patientensicherheit wird der Betroffene während des Kurses durchgehend von einem persönlichen Psychologen überwacht. Bei akutem Bedarf steht der Psychologe über eine Nachrichtenfunktion bei Fragen zur Anwendung zur Verfügung.","F32.0, F32.1, F33.0, F33.1","Leichte depressive Episode, Mittelgradige depressive Episode, Rezidivierende depressive Störung, gegenwärtig leichte Episode, Rezidivierende depressive Störung, gegenwärtig mittelgradige Episode",217.18,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch",217.18,"Mild depressive episode, intermediate depressive episode, recurrent depressive disorder, currently mild episode, recurrent depressive disorder, currently moderate episode","Selfapy offers patients with depression an individual online course based on evidence-based theories and techniques of cognitive behavioral therapy. The therapeutic content can be independently processed via the internet-based course. This is divided into individual lessons, each dealing with a topic such as dealing with negative thoughts, the creation of a positive daily structure, relaxation techniques, sleep problems, as well as strategies for relapse prevention. The content is taught with the help of audio and video clips, texts and exercises. The content adapts individually to the individual situation of the affected person. In order to safeguard patient safety, the affected person is continuously monitored by a personal psychologist during the course. If acute need arises, the psychologist is available via a message function for application."
Selfapys Online-Kurs bei Generalisierter Angststörung,"Selfapy GmbH, Deutschland",www.selfapy.com,Dauerhaft aufgenommen,,,"Selfapy bietet weiblichen Patientinnen mit einer Generalisierten Angststörung einen individuellen Online-Kurs, der auf evidenzbasierten Theorien und Techniken der Kognitiven Verhaltenstherapie basiert. Die therapeutischen Inhalte können über den internetbasierten Kurs von der Betroffenen selbstständig bearbeitet werden. Der Kurs ist in einzelne Lektionen aufgeteilt, welche sich jeweils mit einem Thema beschäftigen wie beispielsweise dem Umgang der automatischen Gedanken, die hinter einer Angststörung stehen, den Angstreaktionen und körperlichen Symptomen, Expositionsübungen sowie Übungen zur Achtsamkeit. Die Inhalte werden mit Hilfe von anschaulichen Audio- und Videoclips, Texten und Übungen vermittelt. Die Inhalte passen sich individuell an die persönliche Situation der Betroffenen an. Zur Wahrung der Patientensicherheit erfolgt während des Kurses durchgehend eine Überwachung von einer persönlichen Psychologin oder einem persönlichen Psychologen. Bei akutem Bedarf steht dieser über eine Nachrichtenfunktion bei Fragen zur Verfügung.",F41.1,Generalisierte Angststörung,479.52,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch",479.52,Generalised anxiety disorder,"Selfapy offers female patients with a Generalized Anxiety Disorder an individual online course based on evidence-based theories and techniques of cognitive behavioral therapy. The therapeutic content can be independently processed via the Internet-based course. The course is divided into individual lessons, each dealing with a topic such as the handling of the automatic thoughts behind an anxiety disorder, the anxiety reactions and physical symptoms, exposure exercises as well as exercises for mindfulness. The content is taught with the help of vivid audio and video clips, texts and exercises. The content adapts individually to the personal situation of the affected persons. In order to safeguard patient safety during the course, a personal psychologist or a personal psychologist is continuously monitored."
sinCephalea - Migräneprophylaxe,"Perfood GmbH, Deutschland",www.perfood.de/,vorläufig aufgenommen,10.10.2022,09.08.2023,"sinCephalea stellt eine leitliniengerechte Anfallsprophylaxe von Migräne dar. Über eine 12-wöchige Interventionsphase werden die Patientinnen und Patienten schrittweise an die Umsetzung von neuen ernährungsmedizischen Erkenntnissen aus der personalisierten Ernährung herangeführt, sowie über klassische konservative Maßnahmen, wie individuelle Hinweise zu Lebenstilveränderungen unterstützt.sinCephalea erstellt auf Basis individueller Blutzuckerreaktionen auf Nahrungsmittel und Mahlzeiten personalisierte Empfehlungen für eine niedrig-glykämische Ernährung, die in Form eines Ernährungsreports in der App zur Verfügung gestellt werden.Diese personalisierten Ernährungsempfehlungen werden in der App um Lektionen über Migräne und Ernährung sowie weitere bewährte Lebensstilregeln bei Migräne wie bspw. Stressreduktion und Schlafhygiene ergänzt.sinCephalea beinhaltet zudem ein Kopfschmerztagebuch und regelmäßige Migränefragebögen, über die Kopfschmerzen und Migränesymptome sowie die Beeinträchtigung im Alltag festgehalten werden können.","G43.0, G43.1","Migräne ohne Aura Gewöhnliche Migräne, Migräne mit Aura Klassische Migräne",690.00,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch",690.0,"Migraine without aura Common migraine, Migraine with aura Classic migraine","sinCephalea is a guideline-based seizure prevention of migraine. Through a 12-week intervention phase, patients are gradually introduced to the implementation of new nutritional medicinal findings from the personalized diet, as well as through classic conservative measures, such as individual guidance on lifestyle changes.sinCephalea creates personalized recommendations for a low-glycemic diet based on individual blood glucose reactions to foods and meals, which are provided in the app in the form of a nutrition report.These personalized nutrition recommendations are supplemented in the app with lessons on migraine and nutrition as well as other proven lifestyle rules for migraines such as stress reduction and sleep hygiene.sinCephalea also includes a headache diary and regular migraine questionnaires, which can be used to record headaches and migraine symptoms as well as everyday disorders."
somnio,"mementor DE GmbH, Deutschland",www.mementor.de,Dauerhaft aufgenommen,,,"somnio ist eine digitale Anwendung zur Behandlung von Ein- und Durchschlafstörungen (Insomnie). In der Anwendung werden evidenzbasierte und leitlinienkonforme Inhalte aus dem Bereich der kognitiven Verhaltenstherapie für Insomnie (KVT-I) vermittelt. Nutzer*innen lernen beispielsweise, ihre Schlafzeiten zu optimieren, einem individuell abgestimmten Schlaf-Wach-Rhythmus zu folgen, mit schlafhindernden Gedanken umzugehen oder sich mittels Entspannungstechniken in einen schlafförderlichen Zustand zu bringen. Die Wirksamkeit von somnio wurde in einer randomisierten kontrollierten Studie untersucht. Patient*innen, die somnio nutzten, zeigten im Vergleich zu einer Kontrollgruppe eine deutliche Reduktion der Insomnie-Symptome. somnio ist als Web-Anwendung direkt aus dem Browser aufrufbar sowie als App für Smartphones und Tablets mit den Betriebssystemen iOS und Android verfügbar.",F51.0,Nichtorganische Insomnie,224.99,"Zusatzgeräte optional, Vertragsärztliche Leistungen erforderlich, Verfügbare Sprachen: Deutsch und 2 weitere",224.99,Non-organic insomnia,"somnio is a digital application for the treatment of insomnia (insomnia). In the application, evidence-based and guidelines-compliant content from the field of cognitive behavioral therapy for insomnia (KVT-I) is taught. Users learn, for example, to optimize their sleep times, to follow an individually coordinated sleep-wake rhythm, to deal with sleep-reducing thoughts or to put themselves in a sleep-promoting state by means of relaxation techniques. Somnio's effectiveness was investigated in a randomized controlled study. Patients who used somnio showed a significant reduction in in insomnia symptoms compared to a control group. somnio is available as a web application directly from the browser and as an app for smartphones and tablets with the iOS and Android operating systems."
velibra,"GAIA AG, Deutschland",gaia-group.com/de/,Dauerhaft aufgenommen,,,"velibra ist ein webbasiertes Programm für Patienten mit einer generalisierten Angststörung, einer Panikstörung mit oder ohne Agoraphobie oder einer sozialen Angststörung. velibra vermittelt etablierte Methoden und Übungen der Kognitiven Verhaltenstherapie - einer sehr gut wissenschaftlich untersuchten Form der Psychotherapie. Das Programm ist als Ergänzung zu einer sonst üblichen Behandlung (zum Beispiel durch den Hausarzt) für Patienten vorgesehen, die mindestens 18 Jahre alt sind. velibra ist zur Eigenanwendung durch den Patienten für 180 Tage bestimmt. Die Wirksamkeit von velibra wurde in einer klinischen Studie untersucht und in einer sehr angesehenen wissenschaftlichen Fachzeitschrift veröffentlicht. An dieser Studie nahmen 139 Patienten teil, die an einer generalisierten Angststörung, einer Panikstörung mit oder ohne Agoraphobie oder einer sozialen Angststörung litten. In dieser Studie zeigte sich, dass Patienten, die zusätzlich zu einer hausärztlichen Behandlung velibra nutzten, deutlich geringere Angst- und depressive Beschwerden hatten als Patienten, die nur eine hausärztliche Behandlung erhielten. Die Verordnungsdauer von velibra beträgt 90 Tage. Zur Stabilisierung der Effekte ist eine Nutzung für 180 Tage empfohlen.","F40.01, F40.1, F41.0, F41.1","Agoraphobie: Mit Panikstörung, Soziale Phobien, Panikstörung episodisch paroxysmale Angst, Generalisierte Angststörung",230.00,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch und 1 weitere",230.0,"Agoraphobia: With panic disorder, social phobia, panic disorder episodic paroxysmal anxiety, generalized anxiety disorder","velibra is a web-based program for patients with generalized anxiety disorder, panic disorder with or without agoraphobia or social anxiety disorder. velibra mediates established methods and exercises of cognitive behavioral therapy - a very well scientifically studied form of psychotherapy. The program is intended as a supplement to an otherwise usual treatment (for example by the family doctor) for patients who are at least 18 years old. velibra is intended for self-administration by the patient for 180 days. The efficacy of velibra has been studied in a clinical study and published in a highly respected scientific journal. 139 patients who had generalized anxiety disorder, panic disorder with or without agoraphobia or social anxiety disorder participated in this study. In this study, it was shown that patients who used velibra in addition to home-patient treatment had significantly lower anxiety and depressive symptoms than patients who received only home-patient treatment. velibra's prescription duration is 90 days. In order to stabilize the effects, it is recommended to use for 180 days."
Vitadio,"Vitadio s.r.o., Tschechien",vitadio.de/,vorläufig aufgenommen,15.04.2022,14.04.2023,"Vitadio bei Diabetes Typ 2 ist eine DiGA, die darauf abzielt, die Diabeteskontrolle zu verbessern, indem sie die Nutzerinnen und Nutzer zu einem besseren Selbstmanagement und Lebensstil befähigt. Es ergänzt die von der Ärztin und dem Arzt festgelegte Therapie und unterstützt die Patientinnen und Patienten dabei, ihre Behandlungsziele zu erreichen und gesundheitliche Komplikationen im Zusammenhang mit Diabetes zu verhindern.Vitadio nutzt einen multimodalen Therapieansatz, um individuelle Unterstützung bei der Änderung des Lebensstils und dem Selbstmanagement zu bieten. Die Anwendung führt die Nutzerinnen und Nutzer mit Hilfe von täglichen Aufgaben und automatisierten Nachrichten durch das Programm. Die Aufgaben entwickeln sich je nach den Entscheidungen und Fortschritten der Nutzerinnen und Nutzer im Programm und konzentrieren sich auf die Etablierung einer Routine im Bereich des Selbstmanagements. Die Nutzerinnen und Nutzer folgen einem interaktiven Lehrgang, der Themen wie Motivation, Ernährung, körperliche Aktivität, Schlafhygiene, psychisches Wohlbefinden und soziale Aspekte des Lebens mit Diabetes abdeckt. Das Gelernte wird mit Hilfe von spielerischen persönlichen Zielen umgesetzt, die den Nutzerinnen und Nutzern helfen, wichtige Gewohnheiten in ihrem täglichen Leben zu integrieren.Das Programm wird durch menschliche Unterstützungsfunktionen ergänzt. Eine persönliche Beraterin oder ein persönlicher Berater steht im Chat zur Verfügung, um die Fragen der Nutzerinnen und Nutzer zur Bedienung des Programms zu beantworten. Außerdem können die Nutzerinnen und Nutzer einer Peer-Support-Gruppe beitreten, um Ermutigung und Erfahrungen mit anderen Teilnehmenden zu teilen.Vitadio bietet allen Patientinnen und Patienten mit Diabetes eine tertiäre Prävention, um gesundheitliche Komplikationen infolge eines unkontrollierten Diabetes zu vermeiden. Außerdem unterstützt es die Wirksamkeit der von der Ärztin/ dem Arzt festgelegten Therapie (Therapiebegleitung).",E11,"Diabetes mellitus, Typ 2",499.80,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch",499.8,"Diabetes mellitus, type 2","Vitadio in diabetes type 2 is a DiGA that aims to improve diabetes control by empowering users to better self-management and lifestyle. It complements the therapy established by the doctor and the doctor and helps patients to achieve their treatment goals and prevent health complications related to diabetes.Vitadio uses a multimodal therapy approach to provide individual support in changing lifestyle and self-management. The application guides users through the program with the help of daily tasks and automated messages. The tasks develop depending on the decisions and progress of users in the program and focus on establishing a routine in the field of self-management. The users follow an interactive course that covers topics such as motivation, nutrition, physical activity, sleep hygiene, mental well-being and social aspects of life with diabetes. In addition, the learned is implemented with the help of playful personal goals that help users to integrate important habits in their daily lives.The program is complemented by human support functions. A personal consultant or a patient's user is able to join in the treatment of a patient."
Vivira,"Vivira Health Lab GmbH, Deutschland",www.vivira.com,Dauerhaft aufgenommen,,,"Die DiGA Vivira ist eine durch das BfArM endgültig ins DiGA-Verzeichnis aufgenommene digitale Anwendung zur Behandlung von Rückenschmerzen bei nicht-spezifischen Kreuzschmerzen oder Arthrose der Wirbelsäule (Osteochondrose).Die bewegungstherapeutische DiGA Vivira bietet täglich vier      Übungen, die auf Basis der Rückmeldungen der Patient*innen fortlaufend ihre Intensität und Komplexität anpassen. Die täglichen Übungen werden durch wöchentliche Abfragen zur Gesundheit, die Visualisierung des Fortschritts, monatliche Bewegungstests und durch edukative Inhalte ergänzt. Vivira unterstützt die Umsetzung der in Leitlinien für nicht-spezifischen Kreuzschmerz vorgesehene Trainings-Elemente sowie die Umsetzung der Heilmittelrichtlinie.Die Wirksamkeit der DiGA Vivira wurde in einer randomisiert kontrollierten Studie (RCT-Studie) untersucht und belegt. Die Schmerzintensität von Patient*innen, die mit der DiGA Vivira trainierten, reduzierte sich statistisch signifikant und in klinisch relevantem Ausmaß. Die Veröffentlichung sämtlicher Studienergebnisse      ist für das Jahr 2022 geplant.","M42.0, M42.1, M42.9, M53.2, M53.8, M53.9, M54.4, M54.5, M54.6, M54.8, M54.9, M99.02, M99.03, M99.04, M99.82, M99.83, M99.84, M99.92, M99.93, M99.94","Juvenile Osteochondrose der Wirbelsäule, Osteochondrose der Wirbelsäule beim Erwachsenen, Osteochondrose der Wirbelsäule, nicht näher bezeichnet, Instabilität der Wirbelsäule, Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens, Krankheit der Wirbelsäule und des Rückens, nicht näher bezeichnet, Lumboischialgie, Kreuzschmerz, Schmerzen im Bereich der Brustwirbelsäule, Sonstige Rückenschmerzen, Rückenschmerzen, nicht näher bezeichnet, Segmentale und somatische Funktionsstörungen: Thorakalbereich thorakolumbal, Segmentale und somatische Funktionsstörungen: Lumbalbereich lumbosakral, Segmentale und somatische Funktionsstörungen: Sakralbereich sakrokokzygeal, sakroiliakal, Sonstige biomechanische Funktionsstörungen: Thorakalbereich thorakolumbal, Sonstige biomechanische Funktionsstörungen: Lumbalbereich lumbosakral, Sonstige biomechanische Funktionsstörungen: Sakralbereich sakrokokzygeal, sakroiliakal, Biomechanische Funktionsstörung, nicht näher bezeichnet: Thorakalbereich thorakolumbal, Biomechanische Funktionsstörung, nicht näher bezeichnet: Lumbalbereich lumbosakral, Biomechanische Funktionsstörung, nicht näher bezeichnet: Sakralbereich sakrokokzygeal, sakroiliakal",239.96,"Keine Zusatzgeräte, Vertragsärztliche Leistungen erforderlich, Verfügbare Sprachen: Deutsch und 1 weitere",239.96,"Juvenile osteochondrosis of the spine, osteochondrosis of the spine in adults, osteochondrosis of the spine, not specified, instability of the spine, other more detailed diseases of the spine and back, disease of the spine and back, not specified, lumboischialgia, cross pain, pain in the area of the thoracic spine, other back pain, back pain, not specified, segmental and somatic dysfunctions: thoracic area thoracolumbal, segmental and somatic dysfunctions: lumbal area lumbosacral, segmental and somatic dysfunctions: sacral area sacrococcygeal, sacroilial, other biomechanical dysfunctions: thoracal range thoracolumbal, other biomechanical dysfunctions: lumbal area lumbosacral, other biomechanical dysfunctions: sacrococcygeal, sacrociliacal, biomechanical dysfunction, not specified: thoracal range thoracolumbal, biomechanical dysfunction, non-mechanical area of function, non-reminal, non-mechanical, non-renal region of function","The DiGA Vivira is a digital application for the treatment of back pain in non-specific cross pain or osteochondrose.The movement therapeutic DiGA Vivira offers four exercises per day, which continuously adjust their intensity and complexity based on patient feedback.The daily exercises are supplemented by weekly health queries, visualisation of progress, monthly exercise tests and educational content.Vivira supports the implementation of the training elements provided for in guidelines for non-specific cross pain as well as the implementation of the remedy guideline.The effectiveness of the DiGA Vivira has been investigated and proven in a randomly controlled study (RCT study).The pain intensity of patients trained with the DiGA Vivira decreased statistically significantly and to a clinically relevant extent.The publication of all study results is planned for the year 2022."
vorvida,"GAIA AG, Deutschland",gaia-group.com/de/,Dauerhaft aufgenommen,,,"vorvida ist eine digitale Gesundheitsanwendung für Patienten mit schädlichem Alkoholkonsum oder Alkoholabhängigkeit, die mindestens 18 Jahre alt sind.vorvida verfolgt das Ziel, diese Patienten beim Management ihres gesundheitsschädlichen Trinkverhaltens zu unterstützen und die Trinkmenge zu reduzieren. Das Programm soll in Ergänzung zu einer sonst üblichen Behandlung (zum Beispiel beim Haus- oder Facharzt) eingesetzt werden.vorvida basiert auf etablierten psychotherapeutischen Ansätzen und Verfahren insbesondere der kognitiven Verhaltenstherapie (KVT).vorvida ist zur Eigenanwendung durch den Patienten für 180 Tage bestimmt. Die Wirksamkeit von vorvida wurde in einer klinischen Studie untersucht und in einer wissenschaftlichen Fachzeitschrift veröffentlicht. An dieser Studie nahmen 608 Patienten mit schädlichem oder gefährlichem Alkoholgebrauch (Abhängigkeitssyndrom) teil. In dieser Studie zeigte sich, dass bei Patienten, die zusätzlich zu einer sonst üblichen Behandlung vorvida nutzten, der Alkoholkonsum deutlich stärker abgenommen hatte als bei Patienten, die nur eine sonst übliche Behandlung erhielten. Die Verordnungsdauer von vorvida beträgt 90 Tage. Zur Stabilisierung der Effekte ist eine Nutzung für 180 Tage empfohlen.","F10.1, F10.2","Psychische und Verhaltensstörungen durch Alkohol: Schädlicher Gebrauch, Psychische und Verhaltensstörungen durch Alkohol: Abhängigkeitssyndrom",192.01,"Keine Zusatzgeräte, Keine vertragsärztlichen Leistungen erforderlich, Verfügbare Sprachen: Deutsch und 1 weitere",192.01,"Psychological and behavioural disorders caused by alcohol: Harmful use, mental and behavioural disorders caused by alcohol: addiction syndrome","vorvida is a digital health application for patients with harmful alcohol consumption or alcohol dependence who are at least 18 years old. vorvida aims to support these patients in the management of their harmful drinking behaviour and to reduce the amount of drinking. The program is intended to be used in addition to a usual treatment (e.g. at home or specialist doctor). vorvida is based on established psychotherapeutic approaches and procedures, especially cognitive behavioral therapy (KVT).vorvida is intended for self-administration by the patient for 180 days. The efficacy of vorvida was investigated in a clinical study and published in a scientific journal. This study involved 608 patients with harmful or dangerous alcohol use (dependency syndrome). This study showed that in patients who used previda in addition to a usual treatment, alcohol consumption was significantly more reduced than in patients who received only usual treatment. The prescription period of previda is 90 days. To stabilise the effects, it is recommended to use for 180 days."
zanadio,"aidhere GmbH, Deutschland",aidhere.de/,Dauerhaft aufgenommen,,,"zanadio ist eine Anwendung, die weiblichen Patientinnen durch eine Veränderung Ihrer Gewohnheiten in den Bereichen Bewegung, Ernährung sowie weitere Verhaltensweisen hilft, langfristig ihr Gewicht zu reduzieren. Die DiGA basiert dabei auf dem wissenschaftlichen Konzept der multimodalen, konservativen Adipositastherapie, welche die verschiedenen relevanten Bereiche adressiert und hierdurch eine langfristige, dauerhafte Gewichtsreduktion herbeiführt und die Lebensqualität bei weiblichen Patientinnen erhöht. Das Programm setzt diesen etablierten Behandlungsansatz digital um.","E66.00, E66.01","Adipositas durch übermäßige Kalorienzufuhr: Adipositas Grad I (WHO) bei Patienten von 18 Jahren und älter, Adipositas durch übermäßige Kalorienzufuhr: Adipositas Grad II (WHO) bei Patienten von 18 Jahren und älter",499.80,"Zusatzgeräte optional, Vertragsärztliche Leistungen erforderlich, Verfügbare Sprachen: Deutsch",499.8,"Obesity due to excessive calorie intake: Grade I obesity (WHO) in patients 18 years and older, obesity due to excessive calorie intake: Grade II obesity (WHO) in patients 18 years and older","zanadio is an application that helps female patients to reduce their weight in the long term by changing their habits in the areas of exercise, nutrition and other behaviors. DiGA is based on the scientific concept of multimodal, conservative obesity therapy, which addresses the various relevant areas and thus leads to a long-term, lasting weight reduction and increases the quality of life in female patients. The program digitally implements this established treatment approach."
